SOUTH DAKOTA,46,MOODY,101
TEXAS,48,FRIO,163
KANSAS,20,NORTON,137
INDIANA,18,ORANGE,117
GEORGIA,13,RANDOLPH,243
KANSAS,20,SCOTT,171
OHIO,39,PUTNAM,137
NEBRASKA,31,MERRICK,121
NEBRASKA,31,WASHINGTON,177
TEXAS,48,ZAVALA,507
NEBRASKA,31,CUSTER,041
MISSOURI,29,DAVIESS,061
OKLAHOMA,40,WAGONER,145
TEXAS,48,GUADALUPE,187
MISSOURI,29,BUTLER,023
TENNESSEE,47,FRANKLIN,051
PENNSYLVANIA,42,LEHIGH,077
SOUTH DAKOTA,46,KINGSBURY,077
NORTH CAROLINA,37,CATAWBA,035
TEXAS,48,HILL,217
MINNESOTA,27,WATONWAN,165
MICHIGAN,26,HURON,063
ILLINOIS,17,PIATT,147
WISCONSIN,55,MANITOWOC,071
KENTUCKY,21,HANCOCK,091
WISCONSIN,55,LAFAYETTE,065
ARKANSAS,05,MILLER,091
MISSOURI,29,DUNKLIN,069
SOUTH DAKOTA,46,MINER,097
KANSAS,20,CRAWFORD,037
SOUTH DAKOTA,46,BENNETT,007
ILLINOIS,17,WINNEBAGO,201
INDIANA,18,STARKE,149
COLORADO,08,LOGAN,075
MICHIGAN,26,MASON,105
KANSAS,20,JEWELL,089
OHIO,39,SANDUSKY,143
OKLAHOMA,40,OTTAWA,115
MISSOURI,29,BATES,013
OHIO,39,PORTAGE,133
INDIANA,18,LAGRANGE,087
MISSISSIPPI,28,HUMPHREYS,053
NORTH CAROLINA,37,ALAMANCE,001
NEW YORK,36,OTSEGO,077
ILLINOIS,17,KANE,089
OHIO,39,CRAWFORD,033
NORTH DAKOTA,38,LOGAN,047
MARYLAND,24,CARROLL,013
KANSAS,20,HASKELL,081
KANSAS,20,STAFFORD,185
MISSISSIPPI,28,MADISON,089
WISCONSIN,55,RUSK,107
COLORADO,08,PUEBLO,101
OHIO,39,MORGAN,115
MINNESOTA,27,LYON,083
ARKANSAS,05,DREW,043
TENNESSEE,47,LAKE,095
OKLAHOMA,40,BEAVER,007
TEXAS,48,JIM WELLS,249
IOWA,19,WEBSTER,187
IOWA,19,UNION,175
SOUTH CAROLINA,45,FLORENCE,041
INDIANA,18,KNOX,083
NORTH CAROLINA,37,COLUMBUS,047
KANSAS,20,MONTGOMERY,125
TENNESSEE,47,HENRY,079
NEBRASKA,31,PHELPS,137
MISSOURI,29,MARION,127
NEBRASKA,31,POLK,143
WISCONSIN,55,WAUPACA,135
MARYLAND,24,QUEEN ANNES,035
COLORADO,08,MORGAN,087
OHIO,39,HOLMES,075
PENNSYLVANIA,42,BRADFORD,015
KENTUCKY,21,DAVIESS,059
MISSOURI,29,CASS,037
OHIO,39,OTTAWA,123
NEBRASKA,31,KEYA PAHA,103
TEXAS,48,CARSON,065
MICHIGAN,26,MACOMB,099
WISCONSIN,55,COLUMBIA,021
KANSAS,20,RILEY,161
INDIANA,18,MARTIN,101
PENNSYLVANIA,42,BLAIR,013
WISCONSIN,55,WASHINGTON,131
IOWA,19,STORY,169
NORTH CAROLINA,37,ROBESON,155
KANSAS,20,FORD,057
NEBRASKA,31,NEMAHA,127
MISSOURI,29,MONITEAU,135
GEORGIA,13,WASHINGTON,303
OKLAHOMA,40,KAY,071
IOWA,19,BUENA VISTA,021
SOUTH DAKOTA,46,BROOKINGS,011
OHIO,39,MERCER,107
PENNSYLVANIA,42,HUNTINGDON,061
TEXAS,48,BOWIE,037
LOUISIANA,22,CATAHOULA,025
NEBRASKA,31,ADAMS,001
MISSOURI,29,RANDOLPH,175
WISCONSIN,55,PIERCE,093
VIRGINIA,51,WESTMORELAND,193
KANSAS,20,ALLEN,001
ILLINOIS,17,WASHINGTON,189
MISSOURI,29,SHELBY,205
NORTH DAKOTA,38,SARGENT,081
OHIO,39,MONTGOMERY,113
NEBRASKA,31,RICHARDSON,147
LOUISIANA,22,RED RIVER,081
MARYLAND,24,WASHINGTON,043
IOWA,19,SHELBY,165
GEORGIA,13,JEFFERSON,163
KANSAS,20,GRAHAM,065
KANSAS,20,NEOSHO,133
OHIO,39,SHELBY,149
INDIANA,18,WHITLEY,183
MICHIGAN,26,BARRY,015
KANSAS,20,MIAMI,121
MISSOURI,29,MONROE,137
MINNESOTA,27,RENVILLE,129
KENTUCKY,21,LARUE,123
OHIO,39,FULTON,051
NEW YORK,36,ONTARIO,069
SOUTH DAKOTA,46,OGLALA LAKOTA,102
TEXAS,48,REFUGIO,391
KANSAS,20,GREELEY,071
NEBRASKA,31,HALL,079
PENNSYLVANIA,42,MIFFLIN,087
WISCONSIN,55,PORTAGE,097
GEORGIA,13,IRWIN,155
KENTUCKY,21,ALLEN,003
INDIANA,18,GRANT,053
ILLINOIS,17,WAYNE,191
KANSAS,20,CHAUTAUQUA,019
MINNESOTA,27,STEVENS,149
IOWA,19,CARROLL,027
CALIFORNIA,06,MERCED,047
ILLINOIS,17,MASSAC,127
PENNSYLVANIA,42,UNION,119
WISCONSIN,55,DANE,025
SOUTH CAROLINA,45,BARNWELL,011
CALIFORNIA,06,MADERA,039
MINNESOTA,27,COTTONWOOD,033
ILLINOIS,17,STARK,175
INDIANA,18,SHELBY,145
OHIO,39,CHAMPAIGN,021
MICHIGAN,26,GLADWIN,051
WISCONSIN,55,GREEN LAKE,047
SOUTH CAROLINA,45,SUMTER,085
OHIO,39,ALLEN,003
KANSAS,20,CLOUD,029
KENTUCKY,21,RUSSELL,207
TEXAS,48,TRAVIS,453
GEORGIA,13,EARLY,099
MISSOURI,29,SCHUYLER,197
WISCONSIN,55,CALUMET,015
SOUTH CAROLINA,45,CHESTERFIELD,025
MISSOURI,29,RAY,177
PENNSYLVANIA,42,BEDFORD,009
ILLINOIS,17,TAZEWELL,179
WISCONSIN,55,WALWORTH,127
NORTH CAROLINA,37,IREDELL,097
NEBRASKA,31,JEFFERSON,095
MARYLAND,24,TALBOT,041
MINNESOTA,27,WINONA,169
KANSAS,20,HARVEY,079
ALABAMA,01,DE KALB,049
KENTUCKY,21,MUHLENBERG,177
KENTUCKY,21,MARSHALL,157
ILLINOIS,17,IROQUOIS,075
KANSAS,20,TREGO,195
SOUTH DAKOTA,46,JERAULD,073
OHIO,39,STARK,151
ILLINOIS,17,GREENE,061
MINNESOTA,27,REDWOOD,127
MARYLAND,24,BALTIMORE,005
MISSOURI,29,MACON,121
INDIANA,18,CLAY,021
ILLINOIS,17,CLINTON,027
MISSISSIPPI,28,PANOLA,107
TEXAS,48,JACKSON,239
NORTH CAROLINA,37,HOKE,093
KENTUCKY,21,LOGAN,141
SOUTH DAKOTA,46,BUTTE,019
MISSISSIPPI,28,BENTON,009
TEXAS,48,MATAGORDA,321
PENNSYLVANIA,42,CLARION,031
SOUTH DAKOTA,46,HUGHES,065
TENNESSEE,47,WARREN,177
KENTUCKY,21,MCLEAN,149
WISCONSIN,55,LA CROSSE,063
NEBRASKA,31,HOWARD,093
NEW YORK,36,ONONDAGA,067
KENTUCKY,21,SHELBY,211
KENTUCKY,21,BALLARD,007
TEXAS,48,HANSFORD,195
INDIANA,18,CARROLL,015
MISSISSIPPI,28,QUITMAN,119
GEORGIA,13,BAKER,007
INDIANA,18,CLARK,019
ILLINOIS,17,JERSEY,083
NORTH DAKOTA,38,TRAILL,097
ILLINOIS,17,MARION,121
ILLINOIS,17,MONTGOMERY,135
ILLINOIS,17,JOHNSON,087
MINNESOTA,27,YELLOW MEDICINE,173
SOUTH CAROLINA,45,MARION,067
TENNESSEE,47,HARDIN,071
MICHIGAN,26,CALHOUN,025
ILLINOIS,17,MARSHALL,123
KANSAS,20,MORTON,129
NEBRASKA,31,THURSTON,173
PENNSYLVANIA,42,LAWRENCE,073
NEW YORK,36,ONEIDA,065
ILLINOIS,17,VERMILION,183
IOWA,19,KEOKUK,107
INDIANA,18,DELAWARE,035
NORTH CAROLINA,37,PENDER,141
VIRGINIA,51,GLOUCESTER,073
MARYLAND,24,WICOMICO,045
GEORGIA,13,MITCHELL,205
KANSAS,20,KINGMAN,095
NEW YORK,36,ST LAWRENCE,089
ARKANSAS,05,LAWRENCE,075
NEW YORK,36,YATES,123
PENNSYLVANIA,42,NORTHAMPTON,095
NORTH CAROLINA,37,CARTERET,031
IOWA,19,BENTON,011
ARKANSAS,05,JACKSON,067
NEBRASKA,31,FURNAS,065
KANSAS,20,EDWARDS,047
SOUTH CAROLINA,45,DILLON,033
INDIANA,18,RUSH,139
INDIANA,18,SPENCER,147
INDIANA,18,WHITE,181
NORTH CAROLINA,37,CLEVELAND,045
ALABAMA,01,CULLMAN,043
NORTH CAROLINA,37,GUILFORD,081
MARYLAND,24,KENT,029
KENTUCKY,21,MASON,161
OHIO,39,PREBLE,135
SOUTH DAKOTA,46,GRANT,051
TEXAS,48,SWISHER,437
OHIO,39,GREENE,057
GEORGIA,13,GORDON,129
NEBRASKA,31,SEWARD,159
ALABAMA,01,LIMESTONE,083
INDIANA,18,SWITZERLAND,155
NEBRASKA,31,WHEELER,183
IOWA,19,MONONA,133
TEXAS,48,JOHNSON,251
NEBRASKA,31,BURT,021
TENNESSEE,47,GREENE,059
LOUISIANA,22,CADDO,017
NEW YORK,36,DUTCHESS,027
TEXAS,48,NAVARRO,349
SOUTH CAROLINA,45,LEXINGTON,063
TENNESSEE,47,MARSHALL,117
KANSAS,20,STEVENS,189
ILLINOIS,17,MASON,125
NEW YORK,36,SENECA,099
OHIO,39,MAHONING,099
NEBRASKA,31,BROWN,017
NEBRASKA,31,OTOE,131
WISCONSIN,55,GREEN,045
MISSOURI,29,AUDRAIN,007
INDIANA,18,TIPPECANOE,157
TEXAS,48,DEAF SMITH,117
MINNESOTA,27,WASHINGTON,163
MICHIGAN,26,OGEMAW,129
IOWA,19,POTTAWATTAMIE,155
IOWA,19,DES MOINES,057
MISSOURI,29,PEMISCOT,155
TEXAS,48,BELL,027
ILLINOIS,17,ROCK ISLAND,161
ILLINOIS,17,PERRY,145
TEXAS,48,BRISCOE,045
MARYLAND,24,HOWARD,027
KENTUCKY,21,BRECKINRIDGE,027
ILLINOIS,17,LIVINGSTON,105
TEXAS,48,GRAYSON,181
SOUTH CAROLINA,45,ALLENDALE,005
WISCONSIN,55,OUTAGAMIE,087
SOUTH DAKOTA,46,CAMPBELL,021
OHIO,39,CLARK,023
SOUTH DAKOTA,46,MARSHALL,091
KANSAS,20,PHILLIPS,147
MINNESOTA,27,CHIPPEWA,023
NORTH CAROLINA,37,GREENE,079
CALIFORNIA,06,SACRAMENTO,067
ILLINOIS,17,LOGAN,107
NEBRASKA,31,MORRILL,123
IOWA,19,MILLS,129
SOUTH CAROLINA,45,HORRY,051
MARYLAND,24,DORCHESTER,019
ARKANSAS,05,LEE,077
TENNESSEE,47,MCMINN,107
SOUTH DAKOTA,46,SPINK,115
NEBRASKA,31,DIXON,051
NEBRASKA,31,CUMING,039
IOWA,19,POCAHONTAS,151
OHIO,39,LORAIN,093
NEBRASKA,31,CHASE,029
ILLINOIS,17,EDWARDS,047
MINNESOTA,27,BECKER,005
OHIO,39,WASHINGTON,167
KANSAS,20,WASHINGTON,201
OHIO,39,WAYNE,169
TEXAS,48,CALDWELL,055
MICHIGAN,26,OTTAWA,139
MICHIGAN,26,SHIAWASSEE,155
TEXAS,48,UVALDE,463
KENTUCKY,21,GREEN,087
ILLINOIS,17,SCHUYLER,169
MISSOURI,29,SALINE,195
IOWA,19,WASHINGTON,183
MARYLAND,24,WORCESTER,047
NORTH CAROLINA,37,GATES,073
IOWA,19,MONTGOMERY,137
IOWA,19,CLAY,041
TENNESSEE,47,MADISON,113
NEW YORK,36,ALLEGANY,003
MISSOURI,29,MISSISSIPPI,133
TEXAS,48,COLLIN,085
MISSISSIPPI,28,BOLIVAR,011
OHIO,39,ROSS,141
KENTUCKY,21,GRAYSON,085
WISCONSIN,55,LANGLADE,067
MINNESOTA,27,SIBLEY,143
INDIANA,18,DE KALB,033
NEBRASKA,31,CHEYENNE,033
LOUISIANA,22,OUACHITA,073
IOWA,19,CEDAR,031
KANSAS,20,GREENWOOD,073
MISSOURI,29,NODAWAY,147
INDIANA,18,VIGO,167
SOUTH DAKOTA,46,CHARLES MIX,023
OHIO,39,MEDINA,103
SOUTH DAKOTA,46,TURNER,125
MISSISSIPPI,28,MONROE,095
NORTH DAKOTA,38,BARNES,003
KANSAS,20,FINNEY,055
IOWA,19,WARREN,181
MISSISSIPPI,28,TATE,137
NEW YORK,36,CORTLAND,023
NEBRASKA,31,DAKOTA,043
SOUTH DAKOTA,46,HAMLIN,057
PENNSYLVANIA,42,JUNIATA,067
ILLINOIS,17,RICHLAND,159
IOWA,19,JASPER,099
NORTH DAKOTA,38,LA MOURE,045
NEBRASKA,31,HAMILTON,081
KANSAS,20,LOGAN,109
NEW YORK,36,ERIE,029
MINNESOTA,27,FARIBAULT,043
KENTUCKY,21,SIMPSON,213
KENTUCKY,21,EDMONSON,061
MINNESOTA,27,ROCK,133
ILLINOIS,17,WHITE,193
OHIO,39,PAULDING,125
GEORGIA,13,BROOKS,027
TENNESSEE,47,LAUDERDALE,097
NEW YORK,36,CHENANGO,017
SOUTH DAKOTA,46,UNION,127
IDAHO,16,ELMORE,039
INDIANA,18,VANDERBURGH,163
NORTH CAROLINA,37,BERTIE,015
ARKANSAS,05,RANDOLPH,121
ILLINOIS,17,WABASH,185
SOUTH DAKOTA,46,MCPHERSON,089
NORTH CAROLINA,37,NASH,127
NEBRASKA,31,SHERIDAN,161
TEXAS,48,HARTLEY,205
INDIANA,18,HUNTINGTON,069
NORTH DAKOTA,38,STUTSMAN,093
MARYLAND,24,FREDERICK,021
ARKANSAS,05,LONOKE,085
KENTUCKY,21,MERCER,167
SOUTH DAKOTA,46,CODINGTON,029
ILLINOIS,17,WILL,197
PENNSYLVANIA,42,SNYDER,109
VIRGINIA,51,SUFFOLK CITY,800
ALABAMA,01,JACKSON,071
VIRGINIA,51,AUGUSTA,015
SOUTH CAROLINA,45,RICHLAND,079
TEXAS,48,KARNES,255
INDIANA,18,JASPER,073
MISSISSIPPI,28,CALHOUN,013
COLORADO,08,OTERO,089
OHIO,39,HIGHLAND,071
KANSAS,20,NEMAHA,131
TENNESSEE,47,CARROLL,017
NORTH CAROLINA,37,LINCOLN,109
MICHIGAN,26,ARENAC,011
VIRGINIA,51,MIDDLESEX,119
NEBRASKA,31,DAWSON,047
KENTUCKY,21,CALDWELL,033
COLORADO,08,CHEYENNE,017
OKLAHOMA,40,MCCURTAIN,089
NEBRASKA,31,PIERCE,139
IOWA,19,FRANKLIN,069
MISSISSIPPI,28,LEE,081
NEW JERSEY,34,CUMBERLAND,011
NEBRASKA,31,RED WILLOW,145
KANSAS,20,DOUGLAS,045
TEXAS,48,HUNT,231
KENTUCKY,21,WASHINGTON,229
WISCONSIN,55,ST CROIX,109
MISSOURI,29,ST CLAIR,185
SOUTH DAKOTA,46,BON HOMME,009
WISCONSIN,55,SHAWANO,115
NORTH CAROLINA,37,ANSON,007
KENTUCKY,21,TODD,219
MINNESOTA,27,DODGE,039
NEBRASKA,31,DUNDY,057
MINNESOTA,27,WABASHA,157
TEXAS,48,CAMERON,061
TENNESSEE,47,MACON,111
TENNESSEE,47,WILLIAMSON,187
NORTH DAKOTA,38,ADAMS,001
KANSAS,20,BARTON,009
OHIO,39,CLINTON,027
NEW JERSEY,34,SALEM,033
ALABAMA,01,MORGAN,103
SOUTH CAROLINA,45,COLLETON,029
ILLINOIS,17,MCHENRY,111
TENNESSEE,47,CROCKETT,033
MISSOURI,29,ANDREW,003
NEBRASKA,31,LOGAN,113
IOWA,19,GRUNDY,075
MISSISSIPPI,28,LOWNDES,087
MISSOURI,29,JEFFERSON,099
TEXAS,48,LAMB,279
WISCONSIN,55,POLK,095
GEORGIA,13,TATTNALL,267
ALABAMA,01,LAUDERDALE,077
ILLINOIS,17,EDGAR,045
INDIANA,18,NEWTON,111
MINNESOTA,27,WILKIN,167
ILLINOIS,17,CALHOUN,013
WISCONSIN,55,EAU CLAIRE,035
WISCONSIN,55,RACINE,101
NORTH CAROLINA,37,HALIFAX,083
SOUTH DAKOTA,46,WALWORTH,129
NEBRASKA,31,JOHNSON,097
NORTH CAROLINA,37,WILSON,195
MISSISSIPPI,28,WASHINGTON,151
WISCONSIN,55,CRAWFORD,023
NORTH CAROLINA,37,CUMBERLAND,051
PENNSYLVANIA,42,INDIANA,063
OHIO,39,VAN WERT,161
CALIFORNIA,06,YOLO,113
OKLAHOMA,40,GARVIN,049
INDIANA,18,RIPLEY,137
SOUTH DAKOTA,46,MCCOOK,087
IOWA,19,MUSCATINE,139
MINNESOTA,27,SCOTT,139
IOWA,19,DELAWARE,055
NEW YORK,36,TOMPKINS,109
MICHIGAN,26,MUSKEGON,121
KENTUCKY,21,CLARK,049
SOUTH DAKOTA,46,POTTER,107
VIRGINIA,51,MECKLENBURG,117
MISSOURI,29,MERCER,129
NORTH DAKOTA,38,RICHLAND,077
IOWA,19,ADAMS,003
OHIO,39,TUSCARAWAS,157
ILLINOIS,17,MERCER,131
TEXAS,48,ELLIS,139
NEBRASKA,31,DAWES,045
ILLINOIS,17,ADAMS,001
ILLINOIS,17,KNOX,095
NORTH CAROLINA,37,HERTFORD,091
KANSAS,20,LEAVENWORTH,103
VIRGINIA,51,ACCOMACK,001
MINNESOTA,27,PIPESTONE,117
WISCONSIN,55,LINCOLN,069
PENNSYLVANIA,42,VENANGO,121
WISCONSIN,55,MONROE,081
ILLINOIS,17,PIKE,149
NORTH DAKOTA,38,WELLS,103
ALABAMA,01,MADISON,089
NEBRASKA,31,PAWNEE,133
INDIANA,18,FRANKLIN,047
IOWA,19,WAPELLO,179
KENTUCKY,21,PULASKI,199
IOWA,19,MARSHALL,127
NORTH DAKOTA,38,STEELE,091
MISSOURI,29,CLINTON,049
ARKANSAS,05,LAFAYETTE,073
ARKANSAS,05,CHICOT,017
MISSOURI,29,STE GENEVIEVE,186
KENTUCKY,21,HENDERSON,101
NEBRASKA,31,SALINE,151
TEXAS,48,TOM GREEN,451
MISSOURI,29,SCOTT,201
KANSAS,20,GEARY,061
SOUTH DAKOTA,46,EDMUNDS,045
MISSISSIPPI,28,ISSAQUENA,055
NEBRASKA,31,PLATTE,141
OHIO,39,HURON,077
OHIO,39,PIKE,131
ALABAMA,01,GENEVA,061
PENNSYLVANIA,42,MERCER,085
MISSOURI,29,ATCHISON,005
SOUTH CAROLINA,45,ORANGEBURG,075
COLORADO,08,PROWERS,099
NORTH CAROLINA,37,JOHNSTON,101
NEW YORK,36,ORLEANS,073
MICHIGAN,26,LAPEER,087
WISCONSIN,55,JUNEAU,057
INDIANA,18,GREENE,055
ILLINOIS,17,HAMILTON,065
ARKANSAS,05,PRAIRIE,117
IDAHO,16,TWIN FALLS,083
INDIANA,18,HANCOCK,059
MISSOURI,29,RALLS,173
WISCONSIN,55,CLARK,019
WISCONSIN,55,MARINETTE,075
KENTUCKY,21,OHIO,183
IOWA,19,IOWA,095
SOUTH DAKOTA,46,TODD,121
NEBRASKA,31,BUTLER,023
MISSOURI,29,JACKSON,095
MISSOURI,29,ST CHARLES,183
OHIO,39,COLUMBIANA,029
MARYLAND,24,SOMERSET,039
KENTUCKY,21,CALLOWAY,035
IOWA,19,HARRISON,085
KANSAS,20,SMITH,183
KENTUCKY,21,HICKMAN,105
SOUTH CAROLINA,45,WILLIAMSBURG,089
INDIANA,18,GIBSON,051
MISSISSIPPI,28,RANKIN,121
NORTH CAROLINA,37,EDGECOMBE,065
MINNESOTA,27,POLK,119
SOUTH DAKOTA,46,AURORA,003
NEW YORK,36,MADISON,053
TEXAS,48,LIMESTONE,293
KENTUCKY,21,TRIGG,221
NEBRASKA,31,STANTON,167
PENNSYLVANIA,42,BEAVER,007
NORTH DAKOTA,38,PEMBINA,067
IOWA,19,BLACK HAWK,013
KANSAS,20,MITCHELL,123
IOWA,19,APPANOOSE,007
NORTH DAKOTA,38,EDDY,027
OHIO,39,HARDIN,065
MINNESOTA,27,POPE,121
GEORGIA,13,DECATUR,087
TENNESSEE,47,CANNON,015
INDIANA,18,SULLIVAN,153
NORTH CAROLINA,37,TYRRELL,177
MISSISSIPPI,28,PONTOTOC,115
MINNESOTA,27,TRAVERSE,155
TENNESSEE,47,ROBERTSON,147
TEXAS,48,PARMER,369
INDIANA,18,SCOTT,143
MISSOURI,29,HOWARD,089
IOWA,19,O BRIEN,141
IOWA,19,WRIGHT,197
KENTUCKY,21,ADAIR,001
OHIO,39,SCIOTO,145
NORTH CAROLINA,37,RANDOLPH,151
CALIFORNIA,06,SOLANO,095
GEORGIA,13,BURKE,033
INDIANA,18,FULTON,049
KANSAS,20,WOODSON,207
ILLINOIS,17,SANGAMON,167
MISSISSIPPI,28,HINDS,049
ILLINOIS,17,CRAWFORD,033
NEBRASKA,31,GARDEN,069
NEBRASKA,31,DEUEL,049
ALABAMA,01,TALLADEGA,121
SOUTH DAKOTA,46,HAAKON,055
IOWA,19,DICKINSON,059
MINNESOTA,27,CLAY,027
ARKANSAS,05,JEFFERSON,069
NEW YORK,36,WYOMING,121
SOUTH DAKOTA,46,LYMAN,085
PENNSYLVANIA,42,LYCOMING,081
SOUTH DAKOTA,46,CORSON,031
TEXAS,48,COCHRAN,079
OHIO,39,DEFIANCE,039
NEW YORK,36,HERKIMER,043
ILLINOIS,17,GRUNDY,063
KANSAS,20,FRANKLIN,059
MISSISSIPPI,28,HOLMES,051
KANSAS,20,CHASE,017
TENNESSEE,47,OBION,131
NORTH DAKOTA,38,MORTON,059
ALABAMA,01,COLBERT,033
INDIANA,18,MADISON,095
IOWA,19,JEFFERSON,101
MINNESOTA,27,STEELE,147
IOWA,19,JACKSON,097
MICHIGAN,26,MONROE,115
WISCONSIN,55,TREMPEALEAU,121
NEW YORK,36,GENESEE,037
NORTH DAKOTA,38,MERCER,057
WISCONSIN,55,OCONTO,083
MONTANA,30,TREASURE,103
MINNESOTA,27,NICOLLET,103
MINNESOTA,27,HENNEPIN,053
IOWA,19,CASS,029
NEBRASKA,31,SIOUX,165
KANSAS,20,GOVE,063
MINNESOTA,27,KANABEC,065
KENTUCKY,21,BOYLE,021
SOUTH DAKOTA,46,BRULE,015
WYOMING,56,LARAMIE,021
INDIANA,18,DECATUR,031
OHIO,39,WILLIAMS,171
NORTH CAROLINA,37,PERSON,145
IOWA,19,MAHASKA,123
ARKANSAS,05,CONWAY,029
IOWA,19,WINNESHIEK,191
KANSAS,20,LINN,107
IOWA,19,MADISON,121
NEW YORK,36,WASHINGTON,115
INDIANA,18,UNION,161
NEW YORK,36,SARATOGA,091
ILLINOIS,17,WILLIAMSON,199
MICHIGAN,26,IOSCO,069
VIRGINIA,51,CAROLINE,033
OHIO,39,LOGAN,091
SOUTH DAKOTA,46,HANSON,061
VIRGINIA,51,CHESAPEAKE CITY,550
NEW YORK,36,CHAUTAUQUA,013
KENTUCKY,21,CRITTENDEN,055
ILLINOIS,17,MCLEAN,113
NEBRASKA,31,LINCOLN,111
PENNSYLVANIA,42,CENTRE,027
INDIANA,18,CLINTON,023
IOWA,19,HANCOCK,081
MINNESOTA,27,FILLMORE,045
MINNESOTA,27,NOBLES,105
PENNSYLVANIA,42,COLUMBIA,037
COLORADO,08,ADAMS,001
KANSAS,20,LANE,101
MISSOURI,29,CHARITON,041
NORTH CAROLINA,37,DUPLIN,061
INDIANA,18,ADAMS,001
PENNSYLVANIA,42,FAYETTE,051
INDIANA,18,MARSHALL,099
WISCONSIN,55,FOND DU LAC,039
INDIANA,18,PUTNAM,133
MICHIGAN,26,IONIA,067
PENNSYLVANIA,42,ARMSTRONG,005
NORTH CAROLINA,37,DAVIE,059
GEORGIA,13,BERRIEN,019
IDAHO,16,LINCOLN,063
KANSAS,20,OSAGE,139
PENNSYLVANIA,42,CHESTER,029
IOWA,19,LEE,111
NEBRASKA,31,NUCKOLLS,129
KENTUCKY,21,FAYETTE,067
TEXAS,48,CORYELL,099
TEXAS,48,OCHILTREE,357
ILLINOIS,17,MACON,115
COLORADO,08,LINCOLN,073
LOUISIANA,22,AVOYELLES,009
MICHIGAN,26,ALPENA,007
NORTH CAROLINA,37,CRAVEN,049
ILLINOIS,17,LA SALLE,099
MINNESOTA,27,GRANT,051
MISSISSIPPI,28,PRENTISS,117
PENNSYLVANIA,42,WESTMORELAND,129
GEORGIA,13,SEMINOLE,253
ARKANSAS,05,WOODRUFF,147
PENNSYLVANIA,42,LANCASTER,071
NEBRASKA,31,GARFIELD,071
PENNSYLVANIA,42,SOMERSET,111
KANSAS,20,OSBORNE,141
MARYLAND,24,CAROLINE,011
OHIO,39,DARKE,037
INDIANA,18,PIKE,125
NORTH CAROLINA,37,PAMLICO,137
MINNESOTA,27,DAKOTA,037
MINNESOTA,27,OTTER TAIL,111
INDIANA,18,MONROE,105
WISCONSIN,55,ROCK,105
KENTUCKY,21,UNION,225
KANSAS,20,CHEYENNE,023
MARYLAND,24,HARFORD,025
