Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01243","Broad beans and horse beans, green","2014","2014","100 g/ha","28428","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01243","Broad beans and horse beans, green","2015","2015","100 g/ha","27902","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01243","Broad beans and horse beans, green","2016","2016","100 g/ha","29046","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01243","Broad beans and horse beans, green","2017","2017","100 g/ha","28184","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01243","Broad beans and horse beans, green","2018","2018","100 g/ha","27077","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01243","Broad beans and horse beans, green","2019","2019","100 g/ha","26929","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01243","Broad beans and horse beans, green","2020","2020","100 g/ha","27085","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01243","Broad beans and horse beans, green","2021","2021","100 g/ha","27160","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01243","Broad beans and horse beans, green","2022","2022","100 g/ha","26980","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2012","2012","100 g/ha","10446","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2013","2013","100 g/ha","10452","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2014","2014","100 g/ha","10641","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2015","2015","100 g/ha","10510","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2016","2016","100 g/ha","10456","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2017","2017","100 g/ha","10472","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2018","2018","100 g/ha","10481","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2019","2019","100 g/ha","10495","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2020","2020","100 g/ha","10168","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2021","2021","100 g/ha","10380","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01192","Buckwheat","2022","2022","100 g/ha","10347","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","2012","2012","100 g/ha","389704","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","2013","2013","100 g/ha","409871","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","2014","2014","100 g/ha","397237","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","2015","2015","100 g/ha","379913","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","2016","2016","100 g/ha","438013","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","2017","2017","100 g/ha","440682","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","2018","2018","100 g/ha","403413","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","2019","2019","100 g/ha","412692","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","2020","2020","100 g/ha","455428","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","2021","2021","100 g/ha","414314","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01212","Cabbages","2022","2022","100 g/ha","453393","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01229","Cantaloupes and other melons","2012","2012","100 g/ha","282059","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01229","Cantaloupes and other melons","2013","2013","100 g/ha","293910","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01229","Cantaloupes and other melons","2014","2014","100 g/ha","267697","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01229","Cantaloupes and other melons","2015","2015","100 g/ha","291944","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01229","Cantaloupes and other melons","2016","2016","100 g/ha","300469","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01229","Cantaloupes and other melons","2017","2017","100 g/ha","280914","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01229","Cantaloupes and other melons","2018","2018","100 g/ha","282934","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01229","Cantaloupes and other melons","2019","2019","100 g/ha","267752","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01229","Cantaloupes and other melons","2020","2020","100 g/ha","339398","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01229","Cantaloupes and other melons","2021","2021","100 g/ha","297130","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01229","Cantaloupes and other melons","2022","2022","100 g/ha","312927","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01251","Carrots and turnips","2012","2012","100 g/ha","403675","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01251","Carrots and turnips","2013","2013","100 g/ha","414078","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01251","Carrots and turnips","2014","2014","100 g/ha","416365","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01251","Carrots and turnips","2015","2015","100 g/ha","414167","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01251","Carrots and turnips","2016","2016","100 g/ha","459075","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01251","Carrots and turnips","2017","2017","100 g/ha","457741","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01251","Carrots and turnips","2018","2018","100 g/ha","463819","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01251","Carrots and turnips","2019","2019","100 g/ha","517620","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01251","Carrots and turnips","2020","2020","100 g/ha","498134","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01251","Carrots and turnips","2021","2021","100 g/ha","499464","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01251","Carrots and turnips","2022","2022","100 g/ha","540140","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01213","Cauliflowers and broccoli","2012","2012","100 g/ha","187387","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01213","Cauliflowers and broccoli","2013","2013","100 g/ha","186590","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01213","Cauliflowers and broccoli","2014","2014","100 g/ha","187164","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01213","Cauliflowers and broccoli","2015","2015","100 g/ha","197298","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01213","Cauliflowers and broccoli","2016","2016","100 g/ha","193669","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01213","Cauliflowers and broccoli","2017","2017","100 g/ha","189320","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01213","Cauliflowers and broccoli","2018","2018","100 g/ha","188990","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01213","Cauliflowers and broccoli","2019","2019","100 g/ha","199022","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01213","Cauliflowers and broccoli","2020","2020","100 g/ha","195175","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01213","Cauliflowers and broccoli","2021","2021","100 g/ha","164117","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01213","Cauliflowers and broccoli","2022","2022","100 g/ha","168028","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01344.02","Cherries","2012","2012","100 g/ha","110022","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01344.02","Cherries","2013","2013","100 g/ha","82627","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01344.02","Cherries","2014","2014","100 g/ha","90868","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01344.02","Cherries","2015","2015","100 g/ha","84447","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01344.02","Cherries","2016","2016","100 g/ha","86902","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01344.02","Cherries","2017","2017","100 g/ha","106049","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01344.02","Cherries","2018","2018","100 g/ha","90823","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01344.02","Cherries","2019","2019","100 g/ha","92448","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01344.02","Cherries","2020","2020","100 g/ha","85735","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01344.02","Cherries","2021","2021","100 g/ha","101102","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01344.02","Cherries","2022","2022","100 g/ha","61466","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2012","2012","100 g/ha","18103","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2013","2013","100 g/ha","18249","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2014","2014","100 g/ha","14839","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2015","2015","100 g/ha","13924","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2016","2016","100 g/ha","19079","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2017","2017","100 g/ha","12946","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2018","2018","100 g/ha","16931","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2019","2019","100 g/ha","15418","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2020","2020","100 g/ha","18264","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2021","2021","100 g/ha","9137","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01703","Chick peas, dry","2022","2022","100 g/ha","11992","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2012","2012","100 g/ha","340184","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2013","2013","100 g/ha","322513","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2014","2014","100 g/ha","358062","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2015","2015","100 g/ha","350849","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2016","2016","100 g/ha","338497","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2017","2017","100 g/ha","341374","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2018","2018","100 g/ha","323564","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2019","2019","100 g/ha","312836","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","100 g/ha","317726","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2021","2021","100 g/ha","312297","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","2022","100 g/ha","333869","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01610","Coffee, green","2012","2012","100 g/ha","12859","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01610","Coffee, green","2013","2013","100 g/ha","9569","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01610","Coffee, green","2014","2014","100 g/ha","9068","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01610","Coffee, green","2015","2015","100 g/ha","8566","A","Official figure",""
